Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2020-04-01,12:04:00 AM,Wednesday,BLOOR STATION,SUDP,6,11,S,YU,5766
2020-04-01,12:06:00 AM,Wednesday,FINCH STATION,MUI,5,10,S,YU,5401
2020-04-01,1:55:00 AM,Wednesday,FINCH STATION,MUIS,0,0,,YU,0
2020-04-01,2:37:00 AM,Wednesday,YONGE SHP STATION,TUMVS,0,0,W,SHP,6186
2020-04-01,5:14:00 AM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,5:16:00 AM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,5:52:00 AM,Wednesday,GREENWOOD STATION,MUNOA,4,8,E,BD,0
2020-04-01,5:54:00 AM,Wednesday,KENNEDY BD STATION,MUNOA,4,8,W,BD,0
2020-04-01,5:56:00 AM,Wednesday,DAVISVILLE STATION,MUNOA,3,5,S,YU,0
2020-04-01,5:57:00 AM,Wednesday,GREENWOOD STATION,PUTOE,0,0,E,BD,0
2020-04-01,6:00:00 AM,Wednesday,DAVISVILLE STATION,MUNOA,3,5,N,YU,0
2020-04-01,6:08:00 AM,Wednesday,BATHURST STATION,MUIS,0,0,,BD,0
2020-04-01,6:08:00 AM,Wednesday,DUNDAS WEST STATION,SUDP,3,5,W,BD,5282
2020-04-01,6:13:00 AM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,6:21:00 AM,Wednesday,ISLINGTON STATION,SUDP,3,5,W,BD,5282
2020-04-01,6:23:00 AM,Wednesday,DUPONT STATION,MUI,3,5,S,YU,5776
2020-04-01,6:26:00 AM,Wednesday,SHEPPARD WEST STATION,MUNOA,5,10,N,YU,0
2020-04-01,6:27:00 AM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,6:28:00 AM,Wednesday,SHEPPARD WEST STATION,MUNOA,5,10,N,YU,0
2020-04-01,6:29:00 AM,Wednesday,DONLANDS STATION,MUNOA,3,5,W,BD,0
2020-04-01,6:33:00 AM,Wednesday,GREENWOOD STATION,MUNOA,3,5,E,BD,0
2020-04-01,6:35:00 AM,Wednesday,DAVISVILLE STATION,MUNOA,3,5,N,YU,0
2020-04-01,6:38:00 AM,Wednesday,GREENWOOD STATION,MUNOA,3,5,E,BD,0
2020-04-01,6:41:00 AM,Wednesday,RUNNYMEDE STATION,SUDP,0,0,E,BD,0
2020-04-01,7:09:00 AM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,7:10:00 AM,Wednesday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2020-04-01,7:11:00 AM,Wednesday,GREENWOOD STATION,MUNOA,3,5,E,BD,0
2020-04-01,7:21:00 AM,Wednesday,ST ANDREW STATION,MUATC,3,5,S,YU,5676
2020-04-01,7:39:00 AM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,8:25:00 AM,Wednesday,DUFFERIN STATION,SUDP,3,5,E,BD,5095
2020-04-01,9:09:00 AM,Wednesday,WILSON STATION,MUATC,5,8,S,YU,5806
2020-04-01,10:08:00 AM,Wednesday,GREENWOOD STATION,MUNOA,3,5,E,BD,0
2020-04-01,10:21:00 AM,Wednesday,FINCH STATION,MUIS,0,0,,YU,0
2020-04-01,12:04:00 PM,Wednesday,FINCH STATION,MUTO,6,9,S,YU,5431
2020-04-01,1:11:00 PM,Wednesday,WILSON STATION,MUTO,3,6,N,YU,5956
2020-04-01,1:59:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-01,2:11:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-01,2:19:00 PM,Wednesday,SPADINA BD STATION,SUUT,4,7,E,BD,5315
2020-04-01,2:47:00 PM,Wednesday,SPADINA YUS STATION,SUUT,47,50,N,YU,6046
2020-04-01,3:05:00 PM,Wednesday,MCCOWAN STATION,MRNOA,3,8,S,SRT,3000
2020-04-01,3:23:00 PM,Wednesday,DONLANDS STATION,MUNOA,3,6,W,BD,0
2020-04-01,3:26:00 PM,Wednesday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-01,3:34:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-01,3:36:00 PM,Wednesday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-01,3:38:00 PM,Wednesday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-01,3:51:00 PM,Wednesday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-01,3:53:00 PM,Wednesday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-01,3:55:00 PM,Wednesday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-01,4:00:00 PM,Wednesday,ISLINGTON STATION,TUMVS,4,7,W,BD,5260
2020-04-01,4:08:00 PM,Wednesday,WILSON STATION,MUNOA,3,5,S,YU,0
2020-04-01,4:35:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-01,5:09:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-01,5:36:00 PM,Wednesday,COLLEGE STATION,MUSAN,4,6,S,YU,6036
2020-04-01,5:43:00 PM,Wednesday,FINCH STATION,MUTO,3,6,S,YU,5591
2020-04-01,5:59:00 PM,Wednesday,DUNDAS WEST STATION,SUROB,0,0,,BD,0
2020-04-01,6:08:00 PM,Wednesday,DON MILLS STATION,MUI,5,10,W,SHP,6151
2020-04-01,6:33:00 PM,Wednesday,COXWELL STATION,SUDP,0,0,E,BD,5132
2020-04-01,6:58:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-01,7:03:00 PM,Wednesday,WARDEN STATION,TUMVS,0,0,W,BD,5013
2020-04-01,7:12:00 PM,Wednesday,LAWRENCE WEST STATION,MUI,9,12,N,YU,5541
2020-04-01,7:33:00 PM,Wednesday,LAWRENCE EAST STATION,SRAP,0,0,N,SRT,3015
2020-04-01,7:45:00 PM,Wednesday,ELLESMERE STATION,SRAP,0,0,N,SRT,3027
2020-04-01,8:44:00 PM,Wednesday,ISLINGTON STATION,MUNCA,0,0,,BD,0
2020-04-01,8:44:00 PM,Wednesday,OLD MILL STATION,TUMVS,0,0,E,BD,5294
2020-04-01,9:27:00 PM,Wednesday,CHRISTIE STATION,MUDD,6,9,E,BD,5343
2020-04-01,10:00:00 PM,Wednesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2020-04-01,10:03:00 PM,Wednesday,DUNDAS STATION,SUDP,5,8,N,YU,5881
2020-04-01,10:20:00 PM,Wednesday,MUSEUM STATION,SUDP,12,16,N,YU,5686
2020-04-01,10:32:00 PM,Wednesday,LESLIE STATION,MUIS,0,0,,SHP,0
2020-04-01,10:48:00 PM,Wednesday,VICTORIA PARK STATION,MUI,15,19,E,BD,5077
2020-04-01,11:36:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-01,11:38:00 PM,Wednesday,YORK MILLS STATION,MUDD,3,8,S,YU,5921
2020-04-01,11:46:00 PM,Wednesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-01,11:49:00 PM,Wednesday,YONGE SHP STATION,MUSC,0,0,E,SHP,6171
2020-04-02,12:53:00 AM,Thursday,BROADVIEW STATION,MUIS,0,0,,,0
2020-04-02,1:01:00 AM,Thursday,YONGE SHP STATION,EUOE,5,10,E,SHP,6171
2020-04-02,1:50:00 AM,Thursday,DON MILLS STATION,MUO,8,13,W,SHP,6171
2020-04-02,5:43:00 AM,Thursday,WILSON YARD,PUSSW,0,0,,YU,0
2020-04-02,5:56:00 AM,Thursday,EGLINTON STATION,TUNOA,5,10,N,YU,0
2020-04-02,5:57:00 AM,Thursday,EGLINTON STATION,TUNOA,5,10,N,YU,0
2020-04-02,5:58:00 AM,Thursday,SHEPPARD WEST STATION,TUNOA,5,10,N,YU,0
2020-04-02,5:58:00 AM,Thursday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-02,5:59:00 AM,Thursday,SHEPPARD WEST STATION,TUNOA,5,10,N,YU,0
2020-04-02,6:04:00 AM,Thursday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-02,6:05:00 AM,Thursday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-02,6:09:00 AM,Thursday,ST GEORGE YUS STATION,MUIR,6,10,S,YU,6016
2020-04-02,6:11:00 AM,Thursday,KENNEDY BD STATION,TUNOA,4,8,,BD,0
2020-04-02,6:14:00 AM,Thursday,GREENWOOD STATION,TUNOA,4,8,,BD,0
2020-04-02,6:19:00 AM,Thursday,DONLANDS STATION,TUNOA,3,5,,BD,0
2020-04-02,6:21:00 AM,Thursday,GREENWOOD STATION,TUNOA,3,5,,BD,0
2020-04-02,6:22:00 AM,Thursday,GREENWOOD STATION,TUNOA,3,5,E,BD,0
2020-04-02,6:24:00 AM,Thursday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-02,6:25:00 AM,Thursday,DAVISVILLE STATION,TUNOA,5,10,S,YU,0
2020-04-02,6:25:00 AM,Thursday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-02,6:26:00 AM,Thursday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-02,6:28:00 AM,Thursday,GREENWOOD STATION,TUNOA,3,5,,BD,0
2020-04-02,6:47:00 AM,Thursday,VAUGHAN MC STATION,EUTRD,5,10,S,YU,5766
2020-04-02,6:52:00 AM,Thursday,MAIN STREET STATION,MUIS,0,0,,BD,0
2020-04-02,6:53:00 AM,Thursday,GREENWOOD STATION,TUNOA,3,5,E,BD,0
2020-04-02,8:10:00 AM,Thursday,ISLINGTON STATION,MUO,0,0,,BD,0
2020-04-02,8:34:00 AM,Thursday,KIPLING STATION,MUSAN,3,6,E,BD,5077
2020-04-02,9:04:00 AM,Thursday,KIPLING STATION,TUSC,3,6,E,BD,5275
2020-04-02,9:47:00 AM,Thursday,EGLINTON STATION,EUSC,0,0,N,YU,6001
2020-04-02,10:01:00 AM,Thursday,COXWELL STATION,TUNOA,3,6,E,BD,0
2020-04-02,10:46:00 AM,Thursday,COXWELL STATION,TUNOA,3,6,E,BD,0
2020-04-02,10:58:00 AM,Thursday,QUEEN STATION,MUIS,0,0,,YU,0
2020-04-02,11:17:00 AM,Thursday,LAWRENCE STATION,TUOS,3,6,N,YU,5926
2020-04-02,11:26:00 AM,Thursday,KENNEDY BD STATION,MUSAN,3,6,E,BD,5077
2020-04-02,12:00:00 PM,Thursday,EGLINTON STATION,MUIR,6,9,S,YU,6086
2020-04-02,12:21:00 PM,Thursday,BLOOR STATION,MUIS,0,0,,YU,0
2020-04-02,12:48:00 PM,Thursday,HIGH PARK STATION,SUUT,3,6,W,BD,5315
2020-04-02,12:58:00 PM,Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,6021
2020-04-02,1:20:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-02,1:27:00 PM,Thursday,NORTH YORK CTR STATION,MUSC,0,0,N,YU,5881
2020-04-02,1:47:00 PM,Thursday,SCARBOROUGH CTR STATIO,ERDO,12,18,N,SRT,3007
2020-04-02,1:58:00 PM,Thursday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-02,2:11:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-02,2:11:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-02,2:18:00 PM,Thursday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-02,2:35:00 PM,Thursday,KIPLING STATION,MUTO,3,6,E,BD,5354
2020-04-02,2:35:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-02,2:40:00 PM,Thursday,SPADINA BD STATION,TUS,3,6,E,BD,5354
2020-04-02,3:12:00 PM,Thursday,COXWELL STATION,MUNOA,3,6,W,BD,0
2020-04-02,3:23:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-02,3:34:00 PM,Thursday,BAY STATION,EUME,17,20,E,BD,5095
2020-04-02,3:34:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-02,4:02:00 PM,Thursday,QUEEN STATION,MUATC,5,7,S,YU,6061
2020-04-02,4:06:00 PM,Thursday,KIPLING STATION,TUMVS,0,0,W,BD,5344
2020-04-02,4:08:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-02,4:10:00 PM,Thursday,UNION STATION,SUDP,21,23,N,YU,5386
2020-04-02,4:31:00 PM,Thursday,YONGE BD STATION,MUIS,0,0,,BD,0
2020-04-02,4:35:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-02,5:09:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-02,5:19:00 PM,Thursday,VAUGHAN MC STATION,MUO,3,5,S,YU,5531
2020-04-02,5:59:00 PM,Thursday,BAYVIEW STATION,MUSC,0,0,W,SHP,6151
2020-04-02,6:14:00 PM,Thursday,FINCH STATION,EUPI,3,5,S,YU,5601
2020-04-02,6:45:00 PM,Thursday,COXWELL STATION,MUNOA,3,6,E,BD,0
2020-04-02,6:58:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-02,8:44:00 PM,Thursday,SHEPPARD WEST STATION,SUDP,0,0,N,YU,6126
2020-04-02,9:53:00 PM,Thursday,BATHURST STATION,SUDP,6,9,E,BD,5073
2020-04-02,9:56:00 PM,Thursday,BAYVIEW STATION,MUIS,0,0,,SHP,0
2020-04-02,10:00:00 PM,Thursday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2020-04-02,10:15:00 PM,Thursday,WARDEN STATION,SUG,0,0,,BD,0
2020-04-02,10:50:00 PM,Thursday,SPADINA YUS STATION,SUROB,0,0,S,YU,0
2020-04-02,11:11:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,0
2020-04-02,11:36:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,0
2020-04-02,11:46:00 PM,Thursday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,0
2020-04-02,11:50:00 PM,Thursday,ISLINGTON STATION,TUCC,3,8,W,BD,5191
2020-04-03,12:05:00 AM,Friday,WARDEN STATION,SUO,4,8,,BD,5239
2020-04-03,12:32:00 AM,Friday,LESLIE STATION,TUSC,0,0,W,SHP,6186
2020-04-03,1:04:00 AM,Friday,PIONEER VILLAGE STATIO,MUIS,0,0,,YU,0
2020-04-03,2:07:00 AM,Friday,EGLINTON STATION,EUOE,0,0,S,YU,6171
2020-04-03,2:29:00 AM,Friday,EGLINTON STATION,MUIS,0,0,,YU,0
2020-04-03,2:34:00 AM,Friday,FINCH STATION,MUIS,0,0,,YU,0
2020-04-03,2:39:00 AM,Friday,YONGE SHP STATION,TUMVS,0,0,W,SHP,6166
2020-04-03,5:30:00 AM,Friday,GREENWOOD STATION,TUNOA,3,5,E,BD,0
2020-04-03,5:49:00 AM,Friday,KENNEDY BD STATION,EULV,4,8,W,BD,5001
2020-04-03,5:50:00 AM,Friday,GREENWOOD STATION,TUNOA,4,8,E,BD,0
2020-04-03,5:54:00 AM,Friday,KENNEDY BD STATION,TUNOA,4,8,W,BD,0
2020-04-03,5:57:00 AM,Friday,EGLINTON STATION,TUNOA,5,10,N,YU,0
2020-04-03,6:00:00 AM,Friday,DAVISVILLE STATION,TUNOA,5,10,S,YU,0
2020-04-03,6:04:00 AM,Friday,SHEPPARD WEST STATION,TUNOA,3,5,S,YU,0
2020-04-03,6:05:00 AM,Friday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-03,6:15:00 AM,Friday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-03,6:25:00 AM,Friday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-03,6:26:00 AM,Friday,SHEPPARD WEST STATION,TUNOA,5,10,N,YU,0
2020-04-03,6:26:00 AM,Friday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-03,6:28:00 AM,Friday,DONLANDS STATION,TUNOA,3,5,,BD,0
2020-04-03,6:28:00 AM,Friday,SHEPPARD WEST STATION,TUNOA,5,10,N,YU,0
2020-04-03,6:34:00 AM,Friday,LAWRENCE EAST STATION,ERCO,60,65,N,SRT,3015
2020-04-03,6:36:00 AM,Friday,GREENWOOD STATION,TUNOA,3,5,E,BD,0
2020-04-03,6:54:00 AM,Friday,GREENWOOD STATION,TUNOA,3,5,E,BD,0
2020-04-03,7:08:00 AM,Friday,GREENWOOD STATION,TUNOA,3,5,E,BD,0
2020-04-03,7:15:00 AM,Friday,EGLINTON STATION,TUNOA,5,10,N,YU,0
2020-04-03,7:29:00 AM,Friday,DONLANDS STATION,TUO,3,6,E,BD,5342
2020-04-03,7:39:00 AM,Friday,WILSON STATION,TUNOA,3,5,S,YU,0
2020-04-03,12:33:00 PM,Friday,BLOOR STATION,MUIS,0,0,N,YU,0
2020-04-03,12:34:00 PM,Friday,FINCH STATION,TUNOA,3,6,S,YU,0
2020-04-03,12:39:00 PM,Friday,QUEEN'S PARK STATION,SUDP,12,15,N,YU,5736
2020-04-03,12:54:00 PM,Friday,BATHURST STATION,MUPAA,3,6,E,BD,5282
2020-04-03,1:07:00 PM,Friday,CHESTER STATION,SUDP,7,10,E,BD,5262
2020-04-03,1:46:00 PM,Friday,EGLINTON WEST STATION,SUDP,34,37,S,YU,5911
2020-04-03,1:50:00 PM,Friday,WELLESLEY STATION,MUIS,0,0,S,YU,0
2020-04-03,1:53:00 PM,Friday,EGLINTON STATION,SUDP,10,13,S,YU,5951
2020-04-03,1:59:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-03,2:04:00 PM,Friday,DONLANDS STATION,MUNOA,3,6,W,BD,0
2020-04-03,2:26:00 PM,Friday,EGLINTON STATION,TUMVS,0,0,S,YU,5881
2020-04-03,2:54:00 PM,Friday,GLENCAIRN STATION,MUTO,4,7,N,YU,6116
2020-04-03,3:05:00 PM,Friday,MCCOWAN STATION,MRNOA,3,8,S,SRT,3000
2020-04-03,3:12:00 PM,Friday,DONLANDS STATION,MUNOA,3,6,W,BD,0
2020-04-03,3:34:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-03,4:08:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-03,4:39:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-03,4:58:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-03,5:43:00 PM,Friday,KENNEDY BD STATION,MUI,3,6,W,BD,5089
2020-04-03,5:43:00 PM,Friday,OLD MILL STATION,TUMVS,0,0,E,BD,5288
2020-04-03,5:56:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,5,S,YU,0
2020-04-03,6:03:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-03,6:08:00 PM,Friday,FINCH STATION,MUNOA,3,6,S,YU,0
2020-04-03,6:45:00 PM,Friday,BROADVIEW STATION,SUDP,3,6,E,BD,5271
2020-04-03,6:50:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-03,7:16:00 PM,Friday,SPADINA BD STATION,MUIRS,0,0,,BD,0
2020-04-03,7:29:00 PM,Friday,FINCH STATION,MUNOA,3,6,S,YU,0
2020-04-03,7:36:00 PM,Friday,BLOOR STATION,PUMST,0,0,S,YU,0
2020-04-03,7:42:00 PM,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2020-04-03,8:08:00 PM,Friday,SHEPPARD WEST STATION,MUO,3,6,S,YU,5381
2020-04-03,9:20:00 PM,Friday,ROSEDALE STATION,MUIS,0,0,N,YU,0
2020-04-03,10:00:00 PM,Friday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU,0
2020-04-03,10:39:00 PM,Friday,SPADINA YUS STATION,SUDP,0,0,S,YU,5756
2020-04-03,11:11:00 PM,Friday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,0
2020-04-03,11:36:00 PM,Friday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,0
2020-04-03,11:46:00 PM,Friday,FINCH STATION,MUNOA,4,8,S,YU,0
2020-04-03,11:48:00 PM,Friday,EGLINTON STATION,SUDP,0,0,,YU,0
2020-04-04,12:41:00 AM,Saturday,FINCH WEST STATION,MUPAA,0,0,S,YU,6121
2020-04-04,1:33:00 AM,Saturday,LESLIE STATION,TUSC,0,0,W,SHP,6166
2020-04-04,1:57:00 AM,Saturday,FINCH STATION,MUIS,0,0,,,0
2020-04-04,5:51:00 AM,Saturday,DAVISVILLE STATION,MUNOA,5,10,N,YU,0
2020-04-04,5:51:00 AM,Saturday,DAVISVILLE STATION,MUNOA,5,10,N,YU,5941
2020-04-04,5:57:00 AM,Saturday,ST PATRICK STATION,MUNOA,5,10,S,YU,0
2020-04-04,6:00:00 AM,Saturday,GREENWOOD STATION,MUNOA,5,10,E,BD,0
2020-04-04,6:01:00 AM,Saturday,KEELE STATION,MUNOA,5,10,W,BD,0
2020-04-04,6:06:00 AM,Saturday,DAVISVILLE STATION,MUNOA,5,10,N,YU,0
2020-04-04,6:33:00 AM,Saturday,SHEPPARD WEST STATION,MUNOA,5,10,N,YU,0
2020-04-04,6:51:00 AM,Saturday,WILSON STATION,MUNOA,5,10,W,YU,0
2020-04-04,8:08:00 AM,Saturday,SPADINA YUS STATION,SUAE,0,0,N,YU,5946
2020-04-04,8:22:00 AM,Saturday,BLOOR STATION,SUDP,5,10,N,YU,6106
2020-04-04,9:22:00 AM,Saturday,WARDEN STATION,MUIS,0,0,,BD,0
2020-04-04,11:05:00 AM,Saturday,WILSON STATION,MUNOA,4,8,S,YU,0
2020-04-04,11:08:00 AM,Saturday,DAVISVILLE STATION,MUNOA,4,8,N,YU,0
2020-04-04,11:20:00 AM,Saturday,WILSON STATION,MUNOA,4,8,S,YU,0
2020-04-04,11:29:00 AM,Saturday,KENNEDY BD STATION,MUIR,5,10,E,BD,5244
2020-04-04,11:30:00 AM,Saturday,WILSON STATION,MUNOA,4,8,S,YU,0
2020-04-04,12:06:00 PM,Saturday,MAIN STREET STATION,SUDP,3,7,E,BD,5203
2020-04-04,12:08:00 PM,Saturday,GREENWOOD STATION,MUSC,0,0,W,BD,5083
2020-04-04,12:45:00 PM,Saturday,GREENWOOD STATION,MUNOA,5,10,E,BD,0
2020-04-04,2:01:00 PM,Saturday,KIPLING STATION,TUOS,5,9,W,BD,5016
2020-04-04,2:46:00 PM,Saturday,COXWELL STATION,MUNOA,5,10,E,BD,0
2020-04-04,3:41:00 PM,Saturday,COLLEGE STATION,TUO,3,8,N,YU,5891
2020-04-04,3:51:00 PM,Saturday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5365
2020-04-04,3:51:00 PM,Saturday,VAUGHAN MC STATION,MUPAA,0,0,N,YU,5566
2020-04-04,4:36:00 PM,Saturday,EGLINTON STATION,SUUT,10,15,N,YU,6106
2020-04-04,5:52:00 PM,Saturday,ISLINGTON STATION,TUMVS,0,0,W,BD,5066
2020-04-04,6:02:00 PM,Saturday,MIDLAND STATION,TRNCA,0,0,,SRT,0
2020-04-04,6:08:00 PM,Saturday,COXWELL STATION,MUNOA,4,8,,BD,0
2020-04-04,6:20:00 PM,Saturday,FINCH STATION,TUSC,0,0,N,YU,5856
2020-04-04,7:16:00 PM,Saturday,YONGE SHP STATION,TUSC,3,8,E,SHP,6141
2020-04-04,7:29:00 PM,Saturday,BLOOR STATION,MUPAA,0,0,N,YU,5566
2020-04-04,7:45:00 PM,Saturday,YORK MILLS STATION,MUPAA,4,9,N,YU,5566
2020-04-04,9:03:00 PM,Saturday,LANSDOWNE STATION,MUO,10,15,E,BD,5083
2020-04-04,10:00:00 PM,Saturday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU / BD,0
2020-04-04,10:13:00 PM,Saturday,MUSEUM STATION,SUDP,0,0,,YU,0
2020-04-04,11:07:00 PM,Saturday,LAWRENCE STATION,MUPAA,0,0,N,YU,6121
2020-04-04,11:26:00 PM,Saturday,GUNN BUILDING,PUSRA,0,0,,YU,0
2020-04-04,11:26:00 PM,Saturday,GUNN BUILDING,PUSRA,0,0,,SHP,0
2020-04-05,12:35:00 AM,Sunday,OSGOODE STATION,MUIRS,0,0,,YU,0
2020-04-05,12:36:00 AM,Sunday,COXWELL STATION,PUSCR,3,7,W,BD,5346
2020-04-05,12:59:00 AM,Sunday,MUSEUM STATION,MUATC,0,0,N,YU,5911
2020-04-05,2:13:00 AM,Sunday,LAWRENCE STATION,MUIS,0,0,,YU,0
2020-04-05,7:55:00 AM,Sunday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5781
2020-04-05,7:58:00 AM,Sunday,DAVISVILLE STATION,MUNOA,3,0,S,YU,0
2020-04-05,7:58:00 AM,Sunday,WILSON STATION,MUNOA,5,10,S,YU,0
2020-04-05,8:03:00 AM,Sunday,SUMMERHILL STATION,PUTO,14,0,S,YU,5856
2020-04-05,8:14:00 AM,Sunday,KIPLING STATION,SUG,5,10,E,BD,5016
2020-04-05,8:19:00 AM,Sunday,KENNEDY BD STATION,MUNOA,5,10,W,BD,0
2020-04-05,8:24:00 AM,Sunday,SHEPPARD WEST STATION,MUNOA,5,10,N,YU,0
2020-04-05,8:26:00 AM,Sunday,DAVISVILLE STATION,MUNOA,5,10,N,YU,0
2020-04-05,8:29:00 AM,Sunday,GREENWOOD STATION,MUNOA,5,10,E,BD,0
2020-04-05,8:38:00 AM,Sunday,KENNEDY SRT STATION,MRTO,5,10,,SRT,3007
2020-04-05,8:38:00 AM,Sunday,ST PATRICK STATION,SUAE,0,0,,YU,0
2020-04-05,10:24:00 AM,Sunday,KENNEDY BD STATION,MUNOA,4,8,W,BD,5175
2020-04-05,11:29:00 AM,Sunday,YORKDALE STATION,MUATC,0,0,S,YU,5796
2020-04-05,11:40:00 AM,Sunday,BROADVIEW STATION,SUDP,3,7,E,BD,5348
2020-04-05,11:58:00 AM,Sunday,WILSON STATION,MUNOA,5,10,S,YU,0
2020-04-05,12:08:00 PM,Sunday,ATC AREA,MUATC,30,34,,YU,0
2020-04-05,12:12:00 PM,Sunday,YONGE SHP STATION,TUNIP,5,10,W,SHP,6181
2020-04-05,12:37:00 PM,Sunday,COXWELL STATION,MUNOA,4,8,W,BD,0
2020-04-05,12:53:00 PM,Sunday,SUMMERHILL STATION,MUPAA,3,7,N,YU,5971
2020-04-05,2:29:00 PM,Sunday,DUNDAS WEST STATION,TUMVS,3,7,W,BD,5050
2020-04-05,3:58:00 PM,Sunday,DUPONT STATION,SUDP,0,0,S,YU,0
2020-04-05,4:39:00 PM,Sunday,WILSON STATION,MUPAA,0,0,S,YU,5796
2020-04-05,4:46:00 PM,Sunday,EGLINTON WEST STATION,SUAP,0,0,N,YU,0
2020-04-05,4:46:00 PM,Sunday,LAWRENCE WEST STATION,MUI,15,19,S,YU,5796
2020-04-05,4:59:00 PM,Sunday,KENNEDY BD STATION,MUNOA,4,8,W,BD,5237
2020-04-05,5:10:00 PM,Sunday,COXWELL STATION,MUNOA,4,8,E,BD,0
2020-04-05,6:11:00 PM,Sunday,SHEPPARD WEST STATION,SUDP,0,0,N,YU,0
2020-04-05,7:06:00 PM,Sunday,BAYVIEW STATION,MUSC,0,0,E,SHP,6196
